date,atom_price,atom_norm,account_value,account_norm,value,value_norm
2025-09-01,4.45,0.6138211382113821,10154,0.11761105563250975,2074879137,0.6595787559635544
2025-08-31,4.51,0.638211382113821,9760,0.1049189833456818,2102147611,0.6861764211288651
2025-08-30,4.47,0.6219512195121949,7608,0.03559578648970783,2082802372,0.6673070781115437
2025-08-29,4.79,0.7520325203252032,7758,0.04042779370550527,2231142151,0.8119976747521256
2025-08-28,4.5,0.6341463414634145,9771,0.10527333054150695,2095358530,0.6795543526105398
2025-08-27,4.53,0.6463414634146342,9961,0.11139387301485038,2108634428,0.6925036613900784
2025-08-26,4.4,0.5934959349593497,9510,0.0968656379860194,2047420849,0.6327959462530928
2025-08-25,4.8,0.7560975609756095,9662,0.10176207196469414,2232801442,0.8136161469273494
2025-08-24,4.89,0.792682926829268,9556,0.09834745353219727,2273919030,0.853722235666646
2025-08-23,4.82,0.7642276422764228,14860,0.26920722868279484,2240616860,0.8212393043908343
2025-08-22,4.44,0.6097560975609757,12126,0.1811358438295268,2063278646,0.6482636389030544
2025-08-21,4.47,0.6219512195121949,11070,0.1471185130303128,2076508821,0.6611683494757276
2025-08-20,4.31,0.5569105691056908,7695,0.03839835067487034,2001510668,0.588015163070403
2025-08-19,4.47,0.6219512195121949,8295,0.05772637953806011,2075117978,0.6598117214366406
2025-08-18,4.63,0.6869918699186991,13262,0.21773024514383274,2148690433,0.7315742822414694
2025-08-17,4.57,0.6626016260162602,10635,0.1331056921045002,2120120243,0.7037069234985742
2025-08-16,4.46,0.6178861788617885,9124,0.08443127275070064,2068410675,0.6532694191663967
2025-08-15,4.53,0.6463414634146342,8566,0.06645620590793416,2100172097,0.6842495050901685
2025-08-14,4.87,0.7845528455284552,12103,0.18039493605643783,2257033182,0.8372517822361998
2025-08-13,4.73,0.7276422764227644,14868,0.269464935734304,2191420907,0.7732535797264337
2025-08-12,4.54,0.6504065040650405,11442,0.15910189092549046,2102780302,0.6867935478287717
2025-08-11,4.65,0.6951219512195123,10280,0.12166994169377959,2152915153,0.7356950734517582
2025-08-10,4.74,0.7317073170731707,9739,0.10424250233547015,2193841013,0.7756141507306109
2025-08-09,4.61,0.6788617886178863,11233,0.15236929420481268,2132950379,0.7162214360948199
2025-08-08,4.46,0.6178861788617885,10272,0.1214122346422704,2062850253,0.6478457844395753
2025-08-07,4.31,0.5569105691056908,8958,0.0790838514318848,1992797416,0.5795162584673448
2025-08-06,4.22,0.5203252032520324,8819,0.0746061914119125,1950523737,0.5382825187521034
2025-08-05,4.3,0.5528455284552845,8450,0.0627194536610508,1986828101,0.5736937895739161
2025-08-04,4.27,0.5406504065040648,8681,0.07016074477337886,1972312911,0.5595356755763794
2025-08-03,4.1,0.47154471544715426,8510,0.06465225654736978,1893136148,0.48230667364736923
2025-08-02,4.14,0.4878048780487803,7721,0.039235898592275234,1910972282,0.4997040358897747
2025-08-01,4.2,0.5121951219512195,12438,0.19118641883838547,1937997875,0.5260647949666474
2025-07-31,4.41,0.5975609756097561,10715,0.13568276261959217,2034225157,0.619924870393088
2025-07-30,4.6,0.6747967479674795,8700,0.0707727990207132,2121151795,0.7047130991538971
2025-07-29,4.64,0.6910569105691055,10687,0.13478078793930998,2138860718,0.7219863798073092
2025-07-28,4.87,0.7845528455284552,11224,0.15207937377186484,2244125393,0.8246615269162108
2025-07-27,4.76,0.7398373983739835,11054,0.1466030989272944,2192712209,0.7745131154900887
2025-07-26,4.7,0.7154471544715447,9389,0.09296781883194279,2164327697,0.7468268670386079
2025-07-25,4.6,0.6747967479674795,7933,0.04606513545726895,2117564491,0.7012140434077567
2025-07-24,4.69,0.7113821138211383,8330,0.058853847888412844,2158252306,0.7409009316317955
2025-07-23,5.1,0.8780487804878047,11154,0.14982443707115936,2346170433,0.924196242562592
2025-07-22,5.18,0.9105691056910566,11042,0.1462165383500306,2382172486,0.9593126392835003
2025-07-21,5.16,0.9024390243902438,15617,0.2935927584318526,2372158876,0.9495453656958398
2025-07-20,5.01,0.8414634146341461,15630,0.29401153239055505,2302424152,0.881526127092779
2025-07-19,4.87,0.7845528455284552,9331,0.09109944270850111,2237329324,0.8180326423038065
2025-07-18,4.85,0.776422764227642,13933,0.23934542408916665,2227406028,0.8083534609772581
2025-07-17,4.75,0.7357723577235772,11087,0.14766614051476984,2180758810,0.7628537720230006
2025-07-16,4.66,0.6991869918699186,12058,0.17894533389169862,2138721989,0.7218510635629635
2025-07-15,4.54,0.6504065040650405,9511,0.09689785136745804,2082951561,0.6674525970382115
2025-07-14,4.68,0.7073170731707314,12027,0.17794671906710047,2146450971,0.729389911365914
2025-07-13,4.58,0.6666666666666666,10679,0.1345230808878008,2099898949,0.6839830765747856
2025-07-12,4.64,0.6910569105691055,9511,0.09689785136745804,2126694857,0.7101198009395033
2025-07-11,4.63,0.6869918699186991,17025,0.33894919949747127,2121385932,0.7049414763461379
2025-07-10,4.32,0.5609756097560976,11853,0.17234159069677543,1978688909,0.5657548230027698
2025-07-09,4.13,0.4837398373983739,10092,0.11561382598331346,1891028641,0.4802510116576463
2025-07-08,4.01,0.4349593495934958,10002,0.112714621653835,1835545050,0.4261323258966811
2025-07-07,4.08,0.46341463414634143,10475,0.12795155107431627,1866895718,0.45671176243474415
2025-07-06,4.01,0.4349593495934958,8086,0.050993782817382344,1834251194,0.4248702989618358
2025-07-05,4.0,0.4308943089430894,6527,0.0007731211545275908,1829063785,0.41981050105537726
2025-07-04,4.18,0.5040650406504064,8834,0.07508939213349225,1910731935,0.49946960146453007
